% Model:              pp5_Sextratix.mph
% Version:            COMSOL 5.4.0.388
% Date:               May 19 2021, 14:38
% Dimension:          2
% Nodes:              42
% Expressions:        1
% Description:        Magnetic flux density, z component
% Length unit:        m
% R                       Z                        mfnc.Bz (T)
0                         0                        0.2000471806168271
4.933818181818138E-4      0                        0.20006344114145044
0.009904821192362372      0                        0.20944272454608906
0.01                      0                        0.2096659992952575
0.009867636363636363      0                        0.20935655765699648
0.009409068749317104      0                        0.2083405710560333
0.009374254545454548      0                        0.20826689933963857
0.00891338396256325       0                        0.2073349358741153
0.008880872727272728      0                        0.20727218091223423
0.00841776397654047       0                        0.20641853020686973
0.00838749090909091       0                        0.20636530466296651
0.007922206094157952      0                        0.20558475174693278
0.00789410909090909       0                        0.20553983524656794
0.007426707765951961      0                        0.20482762450944086
0.007400727272727272      0                        0.20478994263913558
0.0069312665801216575     0                        0.20414174579564578
0.006907345454545453      0                        0.20411035177559994
0.006435880253361105      0                        0.20352223945402387
0.006413963636363634      0                        0.20349629810667255
0.005940546622414411      0                        0.2029647147195742
0.005920581818181816      0                        0.20294348841197402
0.005445263636288201      0                        0.20246523000836503
0.005427199999999999      0                        0.20244806629356185
0.004950029349062537      0                        0.20202026112838406
0.004933818181818181      0                        0.2020065818506684
0.004454841913247287      0                        0.20162667344094012
0.004440436363636361      0                        0.20161596510342733
0.003959699573636315      0                        0.2012816975704083
0.003947054545454544      0                        0.2012735027916883
0.0034646006616164318     0                        0.20098290831458554
0.003453672727272726      0                        0.20097681822509456
0.0029695435898923835     0                        0.2007282064524394
0.0029602909090909063     0                        0.20072385390139724
0.0024745268475928274     0                        0.200515803174794
0.0024669090909090873     0                        0.200512856635572
0.001979548995725516      0                        0.20034420685077514
0.0019735272727272692     0                        0.20034236492678256
0.0014846086629530311     0                        0.200212211654542
0.0014801454545454507     0                        0.20021119809899304
9.897045416629256E-4      0                        0.20011888625672897
9.867636363636325E-4      0                        0.20011844542544632
4.94835384308704E-4       0                        0.20006354848511682
