% Model:              pp5_Sextratix.mph
% Version:            COMSOL 5.4.0.388
% Date:               May 19 2021, 14:21
% Dimension:          2
% Nodes:              42
% Expressions:        1
% Description:        Magnetic flux density, z component
% Length unit:        m
% R                       Z                        mfnc.Bz (T)
0                         0                        0.19051496188243625
4.933818181818138E-4      0                        0.19052889786072608
0.00990367697794651       0                        0.1986840207866899
0.01                      0                        0.19888393261265977
0.009867636363636365      0                        0.19861016440774412
0.009407985617495278      0                        0.19771090277183684
0.009374254545454548      0                        0.19764797246912044
0.008912361724733921      0                        0.196825723522103
0.008880872727272728      0                        0.19677230016594655
0.008416802385864227      0                        0.19602153717104032
0.00838749090909091       0                        0.1959763780897057
0.007921304852495132      0                        0.1952920557401767
0.00789410909090909       0                        0.1952540721221629
0.007425866530069926      0                        0.19463159092652735
0.007400727272727272      0                        0.19459982818151475
0.006930484967251658      0                        0.19403500281944208
0.006907345454545454      0                        0.19400862347197442
0.006435157846175458      0                        0.19349765473555278
0.0064139636363636345     0                        0.19347592348989762
0.005939882973486342      0                        0.19301537346883568
0.005920581818181816      0                        0.19299764413752402
0.005444658272089513      0                        0.19258441434722803
0.005427199999999999      0                        0.19257011838124216
0.004949481773548083      0                        0.192201430569581
0.004933818181818181      0                        0.19219006696641766
0.0044543516110695505     0                        0.19186344636845337
0.004440436363636361      0                        0.19185457276652812
0.003959266013028691      0                        0.19156783360664376
0.003947054545454544      0                        0.19156105840166768
0.003464223296979411      0                        0.19131229146906512
0.003453672727272726      0                        0.1913072668109498
0.0029692218641131822     0                        0.1910948289561813
0.0029602909090909063     0                        0.19109124450435885
0.0024742601941256416     0                        0.1909137499164778
0.0024669090909090878     0                        0.1909113272478134
0.0019793368404566088     0                        0.19076764035368413
0.0019735272727272684     0                        0.19076612793078596
0.0014844504258724068     0                        0.19065535760653676
0.0014801454545454507     0                        0.19065452622522175
9.8959963836188E-4        0                        0.19057601998596368
9.867636363636325E-4      0                        0.19057565862707135
4.947832273206355E-4      0                        0.19052898584898553
